recorded_time,temperature,sensor_type
2022-04-05T00:00,0.7708106409719377,UNKNOWN
2022-04-05T00:01,0.7708106409719377,UNKNOWN
2022-04-05T00:02,0.8708106409719392,UNKNOWN
2022-04-05T00:03,0.37081064097193916,UNKNOWN
2022-04-05T00:04,-0.22918935902806226,UNKNOWN
2022-04-05T00:05,-0.7291893590280623,UNKNOWN
2022-04-05T00:06,-1.0291893590280665,UNKNOWN
2022-04-05T00:07,-1.0291893590280665,UNKNOWN
2022-04-05T00:08,-1.0291893590280665,UNKNOWN
2022-04-05T00:09,-1.3291893590280637,UNKNOWN
2022-04-05T00:10,-1.7291893590280623,UNKNOWN
2022-04-05T00:11,-1.929189359028065,UNKNOWN
2022-04-05T00:12,-1.8291893590280637,UNKNOWN
2022-04-05T00:13,-1.5291893590280665,UNKNOWN
2022-04-05T00:14,-1.3291893590280637,UNKNOWN
2022-04-05T00:15,-1.1291893590280608,UNKNOWN
2022-04-05T00:16,-1.2291893590280623,UNKNOWN
2022-04-05T00:17,-1.5291893590280665,UNKNOWN
2022-04-05T00:18,-1.8291893590280637,UNKNOWN
2022-04-05T00:19,-2.1291893590280644,UNKNOWN
2022-04-05T00:20,-2.3291893590280637,UNKNOWN
2022-04-05T00:21,-2.6291893590280644,UNKNOWN
2022-04-05T00:22,-2.8291893590280637,UNKNOWN
2022-04-05T00:23,-3.029189359028063,UNKNOWN
2022-04-05T00:24,-3.1291893590280644,UNKNOWN
2022-04-05T00:25,-3.3291893590280637,UNKNOWN
2022-04-05T00:26,-3.429189359028065,UNKNOWN
2022-04-05T00:27,-3.6291893590280644,UNKNOWN
2022-04-05T00:28,-3.7291893590280623,UNKNOWN
2022-04-05T00:29,-3.8291893590280637,UNKNOWN
2022-04-05T00:30,-3.8291893590280637,UNKNOWN
2022-04-05T00:31,-3.929189359028065,UNKNOWN
2022-04-05T00:32,-4.029189359028063,UNKNOWN
2022-04-05T00:33,-4.029189359028063,UNKNOWN
2022-04-05T00:34,-4.129189359028064,UNKNOWN
2022-04-05T00:35,-4.129189359028064,UNKNOWN
2022-04-05T00:36,-4.129189359028064,UNKNOWN
2022-04-05T00:37,-4.129189359028064,UNKNOWN
2022-04-05T00:38,-4.129189359028064,UNKNOWN
2022-04-05T00:39,-4.129189359028064,UNKNOWN
2022-04-05T00:40,-4.129189359028064,UNKNOWN
2022-04-05T00:41,-4.129189359028064,UNKNOWN
2022-04-05T00:42,-4.129189359028064,UNKNOWN
2022-04-05T00:43,-4.229189359028062,UNKNOWN
2022-04-05T00:44,-4.129189359028064,UNKNOWN
2022-04-05T00:45,-4.129189359028064,UNKNOWN
2022-04-05T00:46,-4.129189359028064,UNKNOWN
2022-04-05T00:47,-4.129189359028064,UNKNOWN
2022-04-05T00:48,-4.129189359028064,UNKNOWN
2022-04-05T00:49,-4.129189359028064,UNKNOWN
2022-04-05T00:50,-4.129189359028064,UNKNOWN
2022-04-05T00:51,-4.129189359028064,UNKNOWN
2022-04-05T00:52,-4.129189359028064,UNKNOWN
2022-04-05T00:53,-4.229189359028062,UNKNOWN
2022-04-05T00:54,-4.229189359028062,UNKNOWN
2022-04-05T00:55,-4.229189359028062,UNKNOWN
2022-04-05T00:56,-4.229189359028062,UNKNOWN
2022-04-05T00:57,-4.229189359028062,UNKNOWN
2022-04-05T00:58,-4.229189359028062,UNKNOWN
2022-04-05T00:59,-4.229189359028062,UNKNOWN
2022-04-05T01:00,-4.129189359028064,UNKNOWN
2022-04-05T01:01,-3.929189359028065,UNKNOWN
2022-04-05T01:02,-4.129189359028064,UNKNOWN
2022-04-05T01:03,-4.129189359028064,UNKNOWN
2022-04-05T01:04,-4.229189359028062,UNKNOWN
2022-04-05T01:05,-4.329189359028064,UNKNOWN
2022-04-05T01:06,-4.329189359028064,UNKNOWN
2022-04-05T01:07,-4.329189359028064,UNKNOWN
2022-04-05T01:08,-4.429189359028065,UNKNOWN
2022-04-05T01:09,-4.329189359028064,UNKNOWN
2022-04-05T01:10,-3.929189359028065,UNKNOWN
2022-04-05T01:11,-3.529189359028063,UNKNOWN
2022-04-05T01:12,-3.1291893590280644,UNKNOWN
2022-04-05T01:13,-2.8291893590280637,UNKNOWN
2022-04-05T01:14,-2.429189359028065,UNKNOWN
2022-04-05T01:15,-2.1291893590280644,UNKNOWN
2022-04-05T01:16,-1.929189359028065,UNKNOWN
2022-04-05T01:17,-1.7291893590280623,UNKNOWN
2022-04-05T01:18,-1.5291893590280665,UNKNOWN
2022-04-05T01:19,-1.429189359028065,UNKNOWN
2022-04-05T01:20,-1.2291893590280623,UNKNOWN
2022-04-05T01:21,-1.1291893590280608,UNKNOWN
2022-04-05T01:22,-0.9291893590280651,UNKNOWN
2022-04-05T01:23,-0.7291893590280623,UNKNOWN
2022-04-05T01:24,-0.6291893590280608,UNKNOWN
2022-04-05T01:25,-0.5291893590280665,UNKNOWN
2022-04-05T01:26,-0.5291893590280665,UNKNOWN
2022-04-05T01:27,-0.4291893590280651,UNKNOWN
2022-04-05T01:28,-0.3291893590280637,UNKNOWN
2022-04-05T01:29,-0.22918935902806226,UNKNOWN
