recorded_time,temperature,sensor_type
2022-05-02T00:00,-1.0835130515130587,UNKNOWN
2022-05-02T00:01,-0.9835130515130572,UNKNOWN
2022-05-02T00:02,-0.8835130515130558,UNKNOWN
2022-05-02T00:03,-0.7835130515130544,UNKNOWN
2022-05-02T00:04,-0.6835130515130601,UNKNOWN
2022-05-02T00:05,-0.5835130515130587,UNKNOWN
2022-05-02T00:06,-0.5835130515130587,UNKNOWN
2022-05-02T00:07,-0.5835130515130587,UNKNOWN
2022-05-02T00:08,-0.48351305151305723,UNKNOWN
2022-05-02T00:09,-0.48351305151305723,UNKNOWN
2022-05-02T00:10,-0.3835130515130558,UNKNOWN
2022-05-02T00:11,-0.3835130515130558,UNKNOWN
2022-05-02T00:12,-0.3835130515130558,UNKNOWN
2022-05-02T00:13,-0.2835130515130544,UNKNOWN
2022-05-02T00:14,-0.2835130515130544,UNKNOWN
2022-05-02T00:15,-0.3835130515130558,UNKNOWN
2022-05-02T00:16,-0.8835130515130558,UNKNOWN
2022-05-02T00:17,-1.0835130515130587,UNKNOWN
2022-05-02T00:18,-1.2835130515130544,UNKNOWN
2022-05-02T00:19,-1.4835130515130572,UNKNOWN
2022-05-02T00:20,-1.5835130515130587,UNKNOWN
2022-05-02T00:21,-1.6835130515130565,UNKNOWN
2022-05-02T00:22,-1.783513051513058,UNKNOWN
2022-05-02T00:23,-1.9835130515130572,UNKNOWN
2022-05-02T00:24,-1.8835130515130558,UNKNOWN
2022-05-02T00:25,-1.6835130515130565,UNKNOWN
2022-05-02T00:26,-1.5835130515130587,UNKNOWN
2022-05-02T00:27,-1.4835130515130572,UNKNOWN
2022-05-02T00:28,-1.2835130515130544,UNKNOWN
2022-05-02T00:29,-1.0835130515130587,UNKNOWN
2022-05-02T00:30,-0.9835130515130572,UNKNOWN
2022-05-02T00:31,-0.8835130515130558,UNKNOWN
2022-05-02T00:32,-0.6835130515130601,UNKNOWN
2022-05-02T00:33,-0.6835130515130601,UNKNOWN
2022-05-02T00:34,-0.5835130515130587,UNKNOWN
2022-05-02T00:35,-0.48351305151305723,UNKNOWN
2022-05-02T00:36,-0.7835130515130544,UNKNOWN
2022-05-02T00:37,-1.18351305151306,UNKNOWN
2022-05-02T00:38,-1.3835130515130558,UNKNOWN
2022-05-02T00:39,-1.6835130515130565,UNKNOWN
2022-05-02T00:40,-1.6835130515130565,UNKNOWN
2022-05-02T00:41,-1.5835130515130587,UNKNOWN
2022-05-02T00:42,-1.4835130515130572,UNKNOWN
2022-05-02T00:43,-1.2835130515130544,UNKNOWN
2022-05-02T00:44,-1.18351305151306,UNKNOWN
2022-05-02T00:45,-1.0835130515130587,UNKNOWN
2022-05-02T00:46,-0.9835130515130572,UNKNOWN
2022-05-02T00:47,-0.8835130515130558,UNKNOWN
2022-05-02T00:48,-0.7835130515130544,UNKNOWN
2022-05-02T00:49,-0.6835130515130601,UNKNOWN
2022-05-02T00:50,-0.5835130515130587,UNKNOWN
2022-05-02T00:51,-0.48351305151305723,UNKNOWN
2022-05-02T00:52,-0.48351305151305723,UNKNOWN
2022-05-02T00:53,-0.3835130515130558,UNKNOWN
2022-05-02T00:54,-0.2835130515130544,UNKNOWN
2022-05-02T00:55,-0.2835130515130544,UNKNOWN
