recorded_time,temperature,sensor_type
2022-01-04T00:00,-2.1667857142857194,UNKNOWN
2022-01-04T00:01,-2.0667857142857216,UNKNOWN
2022-01-04T00:02,-1.9667857142857201,UNKNOWN
2022-01-04T00:03,-1.9667857142857201,UNKNOWN
2022-01-04T00:04,-2.0667857142857216,UNKNOWN
2022-01-04T00:05,-2.0667857142857216,UNKNOWN
2022-01-04T00:06,-1.9667857142857201,UNKNOWN
2022-01-04T00:07,-1.9667857142857201,UNKNOWN
2022-01-04T00:08,-1.7667857142857208,UNKNOWN
2022-01-04T00:09,-1.6667857142857194,UNKNOWN
2022-01-04T00:10,-1.4667857142857201,UNKNOWN
2022-01-04T00:11,-1.4667857142857201,UNKNOWN
2022-01-04T00:12,-1.4667857142857201,UNKNOWN
2022-01-04T00:13,-1.3667857142857187,UNKNOWN
2022-01-04T00:14,-1.2667857142857173,UNKNOWN
2022-01-04T00:15,-1.166785714285723,UNKNOWN
2022-01-04T00:16,-1.166785714285723,UNKNOWN
2022-01-04T00:17,-1.166785714285723,UNKNOWN
2022-01-04T00:18,-1.0667857142857216,UNKNOWN
2022-01-04T00:19,-1.0667857142857216,UNKNOWN
2022-01-04T00:20,-0.9667857142857201,UNKNOWN
2022-01-04T00:21,-0.9667857142857201,UNKNOWN
2022-01-04T00:22,-0.8667857142857187,UNKNOWN
2022-01-04T00:23,-0.8667857142857187,UNKNOWN
2022-01-04T00:24,-0.7667857142857173,UNKNOWN
2022-01-04T00:25,-0.7667857142857173,UNKNOWN
2022-01-04T00:26,-0.666785714285723,UNKNOWN
2022-01-04T00:27,-0.666785714285723,UNKNOWN
2022-01-04T00:28,-0.666785714285723,UNKNOWN
2022-01-04T00:29,-0.5667857142857216,UNKNOWN
2022-01-04T00:30,-0.5667857142857216,UNKNOWN
2022-01-04T00:31,-0.46678571428572013,UNKNOWN
2022-01-04T00:32,-0.46678571428572013,UNKNOWN
2022-01-04T00:33,-0.46678571428572013,UNKNOWN
2022-01-04T00:34,-0.3667857142857187,UNKNOWN
2022-01-04T00:35,-0.3667857142857187,UNKNOWN
2022-01-04T00:36,-0.2667857142857173,UNKNOWN
2022-01-04T00:37,-0.2667857142857173,UNKNOWN
2022-01-04T00:38,-0.16678571428572297,UNKNOWN
2022-01-04T00:39,-0.16678571428572297,UNKNOWN
2022-01-04T00:40,-0.16678571428572297,UNKNOWN
2022-01-04T00:41,-0.06678571428572155,UNKNOWN
2022-01-04T00:42,-0.06678571428572155,UNKNOWN
2022-01-04T00:43,0.03321428571427987,UNKNOWN
2022-01-04T00:44,0.03321428571427987,UNKNOWN
2022-01-04T00:45,0.03321428571427987,UNKNOWN
2022-01-04T00:46,0.1332142857142813,UNKNOWN
2022-01-04T00:47,0.1332142857142813,UNKNOWN
2022-01-04T00:48,0.1332142857142813,UNKNOWN
2022-01-04T00:49,0.1332142857142813,UNKNOWN
2022-01-04T00:50,0.1332142857142813,UNKNOWN
2022-01-04T00:51,0.2332142857142827,UNKNOWN
2022-01-04T00:52,0.333214285714277,UNKNOWN
2022-01-04T00:53,0.43321428571427845,UNKNOWN
2022-01-04T00:54,0.5332142857142799,UNKNOWN
2022-01-04T00:55,0.5332142857142799,UNKNOWN
2022-01-04T00:56,0.6332142857142813,UNKNOWN
2022-01-04T00:57,0.6332142857142813,UNKNOWN
2022-01-04T00:58,0.5332142857142799,UNKNOWN
2022-01-04T00:59,0.5332142857142799,UNKNOWN
2022-01-04T01:00,0.5332142857142799,UNKNOWN
2022-01-04T01:01,0.5332142857142799,UNKNOWN
2022-01-04T01:02,0.6332142857142813,UNKNOWN
2022-01-04T01:03,0.6332142857142813,UNKNOWN
2022-01-04T01:04,0.6332142857142813,UNKNOWN
2022-01-04T01:05,0.6332142857142813,UNKNOWN
2022-01-04T01:06,0.6332142857142813,UNKNOWN
2022-01-04T01:07,0.6332142857142813,UNKNOWN
2022-01-04T01:08,0.5332142857142799,UNKNOWN
2022-01-04T01:09,0.5332142857142799,UNKNOWN
2022-01-04T01:10,0.5332142857142799,UNKNOWN
2022-01-04T01:11,0.5332142857142799,UNKNOWN
