,date,temperature,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,bpm
197,2022-02-28,-3.531549787229834,74,17,20,37,58,59,0.0838117106773823,61.635574837310195
198,2022-02-28,-3.531549787229834,74,17,20,37,58,59,0.0838117106773823,69.33519605103847
199,2022-05-21,-2.164060133447946,77,21,19,37,72,57,0.068893528183716,58.45871559633027
200,2022-05-21,-2.164060133447946,77,21,19,37,72,57,0.068893528183716,70.73135746176499
201,2022-05-20,-1.2969664902998277,65,17,14,34,57,54,0.0963704630788485,61.06078665077473
202,2022-05-20,-1.2969664902998277,65,17,14,34,57,54,0.0963704630788485,66.42156326865263
203,2021-12-18,-3.3292683298163235,82,19,19,44,61,61,0.121131741821397,78.56586206896552
204,2021-12-18,-3.3292683298163235,82,19,19,44,61,61,0.121131741821397,79.19128787878788
205,2022-02-15,-1.7827604019911722,83,21,21,41,64,58,0.0705009276437847,60.14699331848552
206,2022-02-15,-1.7827604019911722,83,21,21,41,64,58,0.0705009276437847,64.29660050193931
207,2021-12-30,-1.772836220469302,80,21,20,39,79,61,0.0620608899297423,66.56048536494998
208,2021-12-30,-1.772836220469302,80,21,20,39,79,61,0.0620608899297423,54.44444444444444
209,2022-05-08,-1.8856018631557192,76,20,16,40,71,54,0.1043129388164493,66.09945355191257
210,2022-05-08,-1.8856018631557192,76,20,16,40,71,54,0.1043129388164493,67.7893418136263
211,2021-12-24,-3.003471116957151,79,21,21,37,71,62,0.0791717417783191,70.64384191176471
212,2021-12-24,-3.003471116957151,79,21,21,37,71,62,0.0791717417783191,67.51230425055928
213,2022-02-01,-2.532299245755705,81,21,19,41,54,59,0.0643821391484942,69.84875872325821
214,2022-02-01,-2.532299245755705,81,21,19,41,54,59,0.0643821391484942,68.35496957403652
215,2022-02-17,-3.8608609387949913,74,20,18,36,67,57,0.076049943246311,68.7254630088145
216,2022-02-17,-3.8608609387949913,74,20,18,36,67,57,0.076049943246311,73.12415349887134
217,2021-12-26,-1.2129717722206081,72,17,16,39,58,61,0.0639730639730639,70.5140928577944
218,2021-12-26,-1.2129717722206081,72,17,16,39,58,61,0.0639730639730639,63.25469728601253
219,2022-05-22,-1.4445226086375735,71,17,19,35,49,56,0.074315514993481,59.02436440677966
220,2022-05-22,-1.4445226086375735,71,17,19,35,49,56,0.074315514993481,63.210501585809936
221,2022-05-23,-2.348421828908553,75,21,17,37,48,56,0.0696409140369967,66.57393778824454
222,2022-05-23,-2.348421828908553,75,21,17,37,48,56,0.0696409140369967,56.47386759581882
223,2022-02-02,-2.392940659407271,83,22,18,43,100,59,0.054910242872228,68.96670595167943
224,2021-12-27,-1.8309459274469542,83,21,21,41,78,62,0.0651769087523277,68.65432098765432
225,2021-12-27,-1.8309459274469542,83,21,21,41,78,62,0.0651769087523277,68.48415818686402
226,2022-02-16,-1.7442119258895319,80,23,19,38,108,57,0.0815370196813495,66.66822429906541
227,2022-02-16,-1.7442119258895319,80,23,19,38,108,57,0.0815370196813495,64.9230939716312
228,2022-03-31,-3.030668435507141,71,18,13,40,102,56,0.0824544582933844,72.62338020402537
229,2022-03-19,-2.275387767613703,79,22,16,41,104,56,0.0651499482936918,66.196
230,2022-03-19,-2.275387767613703,79,22,16,41,104,56,0.0651499482936918,65.83760683760684
231,2022-04-10,-2.05513894839879,81,22,15,44,98,57,0.1140562248995984,62.35741706860912
232,2022-04-10,-2.05513894839879,81,22,15,44,98,57,0.1140562248995984,58.29190421892817
233,2022-04-04,-2.472702629438873,77,22,20,35,105,57,0.0817469204927211,70.29512624779801
234,2022-04-04,-2.472702629438873,77,22,20,35,105,57,0.0817469204927211,67.72413793103448
235,2022-01-20,-2.7088424475922968,79,22,16,41,85,59,0.0644549763033175,64.47345132743362
236,2022-01-20,-2.7088424475922968,79,22,16,41,85,59,0.0644549763033175,68.87347817943436
237,2022-06-15,-2.0861524968106444,80,21,20,39,103,55,0.0621592148309705,76.03473211350936
238,2022-06-15,-2.0861524968106444,80,21,20,39,103,55,0.0621592148309705,70.30550098231826
239,2022-01-09,-1.9699640454650902,76,19,19,38,107,65,0.084304932735426,62.88209606986899
240,2022-01-09,-1.9699640454650902,76,19,19,38,107,65,0.084304932735426,67.15970781855893
241,2022-06-14,-1.996431451612904,70,21,14,35,68,53,0.0895361380798274,58.47222222222222
242,2022-06-14,-1.996431451612904,70,21,14,35,68,53,0.0895361380798274,65.25519607843137
243,2022-01-21,-2.175402728589572,76,19,19,38,75,59,0.0636461704422869,71.30157016683023
244,2022-01-21,-2.175402728589572,76,19,19,38,75,59,0.0636461704422869,66.77018633540372
245,2022-04-05,-3.0482440119084186,78,21,14,43,67,56,0.061356297093649,71.55979869745411
246,2022-04-05,-3.0482440119084186,78,21,14,43,67,56,0.061356297093649,69.77615062761507
247,2022-03-18,-1.9134698860553472,78,18,18,42,69,56,0.09072375127421,66.14678369326712
248,2022-03-18,-1.9134698860553472,78,18,18,42,69,56,0.09072375127421,63.048780487804876
249,2022-04-11,-2.370998265568859,77,19,21,37,55,57,0.0651387213510253,62.72210065645514
250,2022-04-11,-2.370998265568859,77,19,21,37,55,57,0.0651387213510253,67.1930806919308
251,2022-03-30,-2.192451402794695,74,16,22,36,65,57,0.0648464163822525,70.42229809277137
252,2022-03-30,-2.192451402794695,74,16,22,36,65,57,0.0648464163822525,74.31283138918346
253,2022-03-26,-2.6895530015297764,74,18,19,37,71,58,0.0625,67.55711289092297
254,2022-03-26,-2.6895530015297764,74,18,19,37,71,58,0.0625,62.67912087912088
255,2022-04-07,-2.4553732030392057,72,18,13,41,80,59,0.0871327254305977,59.0481522956327
256,2022-04-07,-2.4553732030392057,72,18,13,41,80,59,0.0871327254305977,69.08237008256435
257,2022-04-13,-3.1749777133664874,77,19,20,38,76,56,0.0705754614549402,68.2648401826484
258,2022-04-13,-3.1749777133664874,77,19,20,38,76,56,0.0705754614549402,74.41211711276452
259,2022-01-23,-1.9276375650810231,85,22,18,45,95,59,0.0842191332788225,60.34204793028322
